ids	T2-Ag1:B2C_C_Nov	T2-Ag1:B2T_T_Nov	T2-Ag1:B3T_T_Nov	T2-Ag1:B5C_C_Nov	T2-Ag1:B6C_C_Nov	T2-Ag1:B8T_T_Jul
Both-6122b6ce-9d48-4f00-9288-627d04905614_GeneID:409127	0.0	0.0	0.0	1.0	0.0	0.0
Both-61275760-93cd-447b-a20e-5c4983798834_NC_037649.1:7980000	7.0	6.0	13.0	11.0	11.0	4.0
Both-614cecac-cbdf-4b92-a3c6-c950b5a1d9b3_GeneID:551853	0.0	2.0	1.0	0.0	2.0	0.0
Both-614d84ea-b8df-4abc-9b65-9f08a5ee4615_GeneID:406093	20.0	14.0	1.0	23.0	34.0	2.0
Both-614edd2a-3856-4fc0-a405-71969de561f1_NC_037638.1:14136000	0.0	5.0	0.0	0.0	0.0	2.0
Both-6166d627-6e6a-4012-9a13-44f9e8955b56_NC_037647.1:7542000	1.0	1.0	1.0	2.0	1.0	0.0
Both-616bf1cf-8d1c-4cd9-8de0-db2d0c16840c_NC_037648.1:2690000	0.0	0.0	0.0	0.0	2.0	0.0
Both-6171dbba-5cab-4711-b04e-1d0bdc2371a7_NC_037642.1:11439000	0.0	4.0	3.0	4.0	1.0	2.0
Both-6172e347-951c-4e2c-b628-557fd8331bb2_GeneID:412610	2.0	0.0	0.0	1.0	6.0	0.0
Both-61893745-bc9f-454f-8017-91c43e807030_NC_037646.1:5864000	2.0	3.0	3.0	6.0	4.0	1.0
Both-6189ffb0-4ec3-41bf-ad8f-0bd8cbdef2d0_NC_037638.1:20644000	1.0	1.0	0.0	0.0	0.0	0.0
Both-6195c8eb-076d-49e9-baef-cdc3a21e45db_GeneID:725818	0.0	0.0	0.0	0.0	1.0	0.0
Both-61a61787-f425-49a2-a902-5bd673d69f24_NC_037638.1:12027000	0.0	2.0	1.0	0.0	3.0	0.0
Both-61a9ba7f-f566-4e37-8888-f34a55263c39_NC_037638.1:1072000	1.0	0.0	0.0	0.0	3.0	0.0
Both-61b6f6f3-5e0f-4d2c-99d7-9fdd8777d45f_NC_037640.1:453000	0.0	1.0	2.0	1.0	1.0	0.0
Both-61bc3123-bcad-4bbe-8638-cb572480ea78_GeneID:412416	1.0	0.0	1.0	0.0	0.0	0.0
Both-61c1986a-e914-466f-ba1a-08c001732487_GeneID:100577000	7.0	3.0	2.0	32.0	14.0	2.0
Both-61cef33b-72d1-47d2-8065-7c1130cdaad7_NC_037640.1:8369000	81.0	62.0	35.0	111.0	89.0	24.0
Both-61f34de0-6174-4f97-bf36-7888f74f3cda_NC_037640.1:396000	0.0	0.0	1.0	2.0	0.0	1.0
Both-61fda300-4604-44c5-a904-85d80ea7d345_GeneID:409773	0.0	0.0	1.0	0.0	0.0	1.0
Both-621a0a03-6eea-4d3f-8870-044d0c4d11f2_GeneID:727349	0.0	1.0	0.0	0.0	2.0	1.0
Both-62204de0-455e-455a-8d17-f9023380be24_GeneID:411796	0.0	2.0	0.0	1.0	2.0	0.0
Both-6226ccf5-fd50-4208-b135-fdd596356480_GeneID:408860	3.0	3.0	2.0	3.0	11.0	1.0
Both-622ab678-04a0-4bf5-9297-6ced188dad2b_GeneID:100578653	1.0	0.0	0.0	1.0	1.0	0.0
Both-6230f1e5-a997-48a0-ad84-c639686f3f5e_NC_037641.1:7974000	6.0	2.0	12.0	5.0	15.0	4.0
Both-62439f7e-ce9f-4f42-bf6b-483a16765953_GeneID:552044	5.0	4.0	9.0	26.0	13.0	2.0
Both-624506cc-c36f-45d6-a2b1-3e26739c81fa_NC_037638.1:7916000	1.0	0.0	1.0	3.0	0.0	0.0
Both-62556031-9efc-437c-9f9b-6d55075e9d9e_NC_037649.1:2261000	1.0	1.0	2.0	5.0	2.0	2.0
Both-625ce4fd-b35b-4952-9337-a925b8e637d5_NC_037653.1:3484000	0.0	0.0	2.0	1.0	1.0	0.0
Both-625f4f7f-d781-404c-bc2a-1bb0c19344d3_NC_037645.1:7658000	3.0	0.0	0.0	2.0	0.0	1.0
Both-626d6a32-6e7e-42df-984a-4b97a5a9b2cd_NC_037640.1:4408000	20.0	12.0	27.0	16.0	19.0	13.0
Both-626e4b66-100f-45b4-90c8-269a002fd7f3_GeneID:409995	0.0	1.0	1.0	2.0	0.0	2.0
Both-628c8468-b20a-41dd-b1ad-a4d63054ac6b_GeneID:100576938	1.0	0.0	1.0	1.0	1.0	0.0
Both-629bd6b5-e832-4fb6-93c3-c3c71d9e97a8_GeneID:413400	1.0	1.0	2.0	0.0	5.0	2.0
Both-629e9ce7-3704-4a1d-a393-28c16e8c16fc_NC_037645.1:9763000	1.0	1.0	1.0	3.0	2.0	1.0
Both-62b23b18-64fc-457e-bf71-a798cb45d9b6_GeneID:725259	16.0	17.0	37.0	21.0	36.0	25.0
Both-62b3fbcd-c7ba-4de9-a461-6f532fe39e73_NC_037651.1:8228000	2.0	2.0	7.0	2.0	4.0	4.0
Both-62c1c4f4-e77f-4598-865e-cb10dbf6ec2e_NC_037647.1:3230000	1.0	1.0	2.0	1.0	2.0	0.0
Both-62cef73a-bc1e-4c00-aff5-22130f81a3ce_NC_037638.1:13294000	2.0	1.0	10.0	21.0	2.0	2.0
Both-6305356d-628f-4eb6-b691-4f5ebfcc8554_NC_037648.1:15819000	6.0	10.0	21.0	10.0	30.0	6.0
Both-63075f26-38df-45fc-8f0a-5ca4b03a1210_NC_037643.1:16594000	1.0	0.0	0.0	1.0	1.0	0.0
Both-6308866a-993c-4b50-bcd4-a49495584345_GeneID:726870	0.0	0.0	0.0	1.0	0.0	0.0
Both-631ce995-e4f6-43a2-87c3-7e45e69675e7_NC_037643.1:16693000	1.0	0.0	0.0	1.0	2.0	1.0
Both-633cedf0-5eb1-4d9f-aa8d-6a8f9ab1606d_NC_037644.1:13725000	2.0	0.0	1.0	0.0	3.0	0.0
Both-633d4bca-b128-4f6b-a569-398f6af8dbf5_NC_037648.1:9823000	2.0	0.0	1.0	2.0	1.0	0.0
Both-633e1df3-7b72-4544-9edb-cf7d9b2f16f2_NC_037652.1:3039000	6.0	8.0	13.0	9.0	13.0	4.0
Both-6346ca83-7541-4ff2-9ed3-c0b93cbed4f5_NC_037639.1:6947000	0.0	0.0	0.0	2.0	1.0	0.0
Both-634b7008-0071-4239-8237-67ed514f1c7b_GeneID:409457	1.0	4.0	3.0	2.0	6.0	5.0
Both-634c855d-7e5f-4408-a54c-69d1d9ab09c6_GeneID:725819	13.0	14.0	31.0	35.0	36.0	9.0
Both-63508fc8-b2b0-4a3d-b24d-8cc633a66dca_NC_037638.1:9299000	1.0	1.0	0.0	0.0	0.0	1.0
Both-63555630-ad76-48cd-8596-ca7c47096a8f_NC_037639.1:2565000	0.0	0.0	0.0	0.0	1.0	0.0
Both-6371e7ef-fef5-440d-bc09-92ae7a14d764_NC_037638.1:11178000	1.0	0.0	3.0	1.0	4.0	0.0
Both-637f5b5b-7382-4b48-bf2c-d2360c13188c_NC_037638.1:21494000	0.0	1.0	2.0	0.0	0.0	0.0
Both-63824692-1eb0-4f8f-96a3-955b96816568_NC_037649.1:3455000	4.0	6.0	9.0	3.0	10.0	1.0
Both-6383aca3-41f9-45f9-8077-9feb1e5a523c_NC_037652.1:6232000	1.0	1.0	4.0	0.0	1.0	0.0
Both-638b67b3-41c4-4af0-8a20-fc000a441b4b_GeneID:726163	0.0	0.0	0.0	1.0	0.0	0.0
Both-639c03f3-5268-4d73-b980-93ec8119b2a4_GeneID:409114	0.0	0.0	0.0	1.0	0.0	1.0
Both-63a0c286-833c-4d4e-afc1-922934ff12b8_NC_037653.1:5267000	0.0	0.0	2.0	0.0	1.0	0.0
Both-63a74db1-7710-445a-9262-5ebe66060f3c_NC_037643.1:13699000	0.0	0.0	0.0	1.0	1.0	1.0
Both-63bc34a4-d1fd-4680-a13f-fdf90fe473aa_NC_037647.1:11307000	0.0	0.0	1.0	4.0	2.0	0.0
Both-63bcb4d2-880d-474e-8975-7f7d4c8a891a_GeneID:725594	1.0	1.0	1.0	0.0	3.0	2.0
Both-63be3ee1-c923-4d19-8576-f01c137a1540_GeneID:411392	6.0	8.0	12.0	13.0	20.0	2.0
Both-63c51b1c-80d8-4189-a35b-313abae7717a_NC_037651.1:6764000	2.0	1.0	1.0	0.0	1.0	0.0
Both-63cc2eac-54ae-463c-a522-857df9e74d10_GeneID:102653945	0.0	3.0	1.0	3.0	2.0	1.0
Both-63d34a72-5a93-4b73-bc81-a2b0e5d2943b_NC_037649.1:1391000	1.0	0.0	2.0	1.0	1.0	1.0
Both-63d7ed37-bd0f-42b7-8e60-b8c2fdffe81b_NC_037641.1:12555000	204.0	134.0	138.0	213.0	308.0	66.0
Both-63de16b1-fd78-47a1-8e70-db9de5d047fa_GeneID:551349	1.0	0.0	2.0	0.0	1.0	3.0
Both-63f9dac5-c4a7-4450-8c56-80f6c1c856f0_NC_037652.1:1563000	2.0	0.0	0.0	1.0	2.0	1.0
Both-641d5664-7c28-4818-b891-fe4bf7d92a86_NC_037647.1:6451000	0.0	1.0	5.0	0.0	1.0	0.0
Both-6420de97-7062-4d6b-97b3-38ea72036306_GeneID:411754	0.0	0.0	0.0	2.0	0.0	0.0
Both-642dccde-5734-422d-94f2-95e4669354b1_NC_037646.1:7525000	0.0	0.0	0.0	0.0	1.0	1.0
Both-6430ef17-34e9-4d73-b4ed-ce47a87a135c_NC_037638.1:14367000	0.0	1.0	1.0	3.0	3.0	0.0
Both-64330f55-4e4c-4b6c-ac7f-f932d7f9da00_NC_037639.1:9645000	4.0	4.0	3.0	8.0	5.0	1.0
Both-64331930-001c-4fb2-8a9f-cb42c80558ab_GeneID:102655605	0.0	1.0	0.0	2.0	1.0	0.0
Both-643d24ed-9bb3-421e-9a9e-ee6cd06c1f58_NC_037648.1:4346000	1.0	0.0	0.0	2.0	2.0	0.0
Both-6453d738-82a8-437f-985f-f1342ed1781f_GeneID:408309	2.0	4.0	4.0	3.0	2.0	4.0
Both-645ca1f2-924b-45be-9415-19463dce8493_GeneID:413012	22.0	18.0	28.0	36.0	17.0	25.0
Both-6466cb29-1244-4f95-8ac8-f60e9b5e65b7_GeneID:411638	13.0	12.0	9.0	14.0	12.0	5.0
Both-6468c307-16e1-4148-82ed-f5f3719e4e43_NC_037642.1:2773000	1.0	3.0	2.0	4.0	3.0	1.0
Both-646d6b2b-1f0c-4180-9a76-9979ccd1733f_NC_037652.1:2815000	1.0	0.0	0.0	0.0	2.0	0.0
Both-64794dc5-b628-41ec-8919-3e5682eec5c6_GeneID:726766	5.0	5.0	6.0	1.0	7.0	6.0
Both-648cc9b7-ba0f-4967-82d9-375367c00719_NC_037647.1:190000	0.0	1.0	1.0	0.0	1.0	0.0
Both-64959097-c16d-45d6-9fe6-b4b7f34ce93a_GeneID:410815	1.0	1.0	1.0	0.0	2.0	0.0
Both-649f8d17-680f-4c89-b952-3691c10eeeeb_GeneID:725269	1.0	0.0	1.0	0.0	1.0	0.0
Both-64ce492f-75f6-4b8b-ae62-3e1994dc992d_GeneID:410428	0.0	0.0	1.0	1.0	2.0	1.0
Both-64d7f8dc-7269-41b3-87ef-11ad1b891820_NC_037651.1:6595000	1.0	2.0	4.0	6.0	6.0	1.0
Both-64d899f3-7967-4170-85ed-9e4d91cb897c_NC_037648.1:6826000	0.0	1.0	0.0	1.0	0.0	0.0
Both-64d99b38-e9e1-43fd-9302-e1bbee33d2b2_GeneID:406093	36.0	21.0	0.0	29.0	23.0	11.0
Both-64d9b046-155a-4b56-a023-196ead777d8a_GeneID:409323	4.0	2.0	0.0	0.0	3.0	0.0
Both-64e149b6-3057-4755-8533-b88193d4bbef_NC_037645.1:7378000	0.0	0.0	2.0	0.0	1.0	0.0
Both-64ec0f8b-0995-432c-9672-472d22d0fdca_NC_037638.1:24152000	14.0	4.0	4.0	12.0	14.0	6.0
Both-64edbb9d-1ce9-4f1c-8b12-4a994187e284_GeneID:552691	1.0	1.0	4.0	0.0	2.0	1.0
Both-64fadaec-b0b5-46f8-9f7c-c81bf6682059_NC_037642.1:9902000	2.0	2.0	6.0	4.0	3.0	3.0
Both-6516642d-d6e3-4f0f-b30d-b598eb9203fc_GeneID:724789	0.0	2.0	1.0	0.0	0.0	0.0
Both-651dd48a-819d-47b9-bbd6-2931c19e4097_GeneID:406091	0.0	1.0	0.0	1.0	1.0	0.0
Both-65230b0c-28ab-4b1e-9fc1-a5663ee019ae_NC_037638.1:25916000	0.0	0.0	0.0	1.0	1.0	0.0
Both-652d21e5-52c2-49d0-9e76-331189d88c9a_NC_037643.1:7085000	0.0	0.0	0.0	1.0	0.0	0.0
Both-652e5dbd-f697-4526-aa81-ecb7a3f1147a_NC_037639.1:2443000	0.0	4.0	3.0	2.0	3.0	1.0
Both-6531d96f-b06f-44f5-a8dd-74e69836328e_GeneID:100577216	0.0	0.0	1.0	1.0	2.0	0.0
Both-653e4862-d26c-4bb2-aeb6-47a984c5b885_NC_037647.1:5680000	1.0	5.0	3.0	5.0	9.0	1.0
Both-654c978f-6b46-4cbd-9d17-de70191cd0bc_NC_037641.1:4487000	0.0	0.0	0.0	1.0	1.0	0.0
Both-65512ad2-2fa6-4846-95a5-3d1a3466bbc6_GeneID:677665	3.0	0.0	0.0	0.0	0.0	0.0
Both-655706d7-cbc3-4ce0-a4d3-3fb373ad9358_NW_020555938.1:1000	3.0	5.0	2.0	5.0	13.0	3.0
Both-655a5252-d45c-4942-9da6-30f8ba419a77_GeneID:100578548	0.0	0.0	0.0	0.0	2.0	0.0
Both-655f3e98-1f9a-41b5-b710-5e1e62c8b7aa_NC_037646.1:3290000	0.0	1.0	0.0	2.0	1.0	0.0
Both-65619e4e-52ea-4b21-9484-8dbaa1f84b92_NC_037651.1:1594000	0.0	0.0	0.0	0.0	1.0	0.0
Both-65632a4e-d43d-44a0-9bae-993d9f744401_GeneID:724141	31.0	34.0	52.0	30.0	66.0	23.0
Both-65684b17-7d00-4385-9a1d-2e85d1ebc3d3_GeneID:552719	26.0	39.0	50.0	20.0	59.0	30.0
Both-65865ef1-f8c0-4cd1-8598-b2ae13e65aa6_NC_037647.1:5978000	2.0	0.0	0.0	3.0	8.0	4.0
Both-659324a2-1320-4ed5-b385-8dc933812d3d_NC_037638.1:11348000	0.0	2.0	1.0	0.0	1.0	0.0
Both-6596b273-6a7f-4e57-af73-b6efe8b0c605_GeneID:412055	0.0	1.0	1.0	1.0	0.0	1.0
Both-65a7a10f-6782-46be-8d41-b26eb3fdfe66_NC_037645.1:8298000	2.0	0.0	0.0	2.0	3.0	0.0
Both-65aa05b6-b262-4a63-8d4b-8761eeab01a3_NC_037646.1:2893000	1.0	0.0	0.0	0.0	1.0	0.0
Both-65ac07db-1bb1-43ca-a18b-1d958e12b1d2_NC_037643.1:5269000	0.0	1.0	0.0	0.0	1.0	0.0
Both-65be4f30-b678-480c-b0cd-0488d0d87557_GeneID:551403	0.0	0.0	2.0	7.0	1.0	1.0
Both-65c53fb2-157d-43f8-9019-402016253261_GeneID:724901	1.0	0.0	1.0	3.0	2.0	0.0
Both-65cd87e5-22c0-4400-9100-6a6831e945d2_GeneID:552613	2.0	2.0	6.0	4.0	4.0	1.0
Both-65d40db6-5170-49bb-996e-2f684d8d4646_GeneID:100576348	0.0	0.0	1.0	0.0	1.0	0.0
Both-65e1dc12-e2e0-4e9c-9e7c-3aa12b549590_GeneID:410118	0.0	1.0	1.0	1.0	1.0	0.0
Both-65ed5c25-98fa-4989-a0c9-25dfa32baba9_GeneID:413063	3.0	0.0	1.0	0.0	1.0	0.0
Both-65f0b4b0-5bf7-4caf-b44c-fbb7904cb3ab_NC_037648.1:6164000	8.0	4.0	3.0	7.0	8.0	5.0
Both-65fa3a05-9469-44ec-ae13-21e8ca3d2b6b_NC_037639.1:14293000	0.0	0.0	1.0	0.0	0.0	0.0
Both-66116395-0711-405f-bf78-1596fffbf458_NC_037640.1:7895000	1.0	1.0	0.0	0.0	1.0	0.0
Both-6636bb42-cad0-4dbe-81c4-4db87a1cdda4_NC_037647.1:11424000	1.0	0.0	0.0	3.0	2.0	0.0
Both-663ed4b0-9ed1-4c2a-8b6f-c35d8100e66a_NC_037647.1:6023000	5.0	4.0	5.0	12.0	10.0	1.0
Both-664421c6-289a-4012-bbeb-c4adba8e6a5f_GeneID:724311	1.0	2.0	5.0	3.0	7.0	2.0
Both-664d1f2a-198d-49ee-9910-eb6553c0ee60_NC_037647.1:3222000	2.0	4.0	0.0	6.0	6.0	1.0
Both-665609aa-4202-401f-9c34-6589027d7109_NC_037651.1:5019000	1.0	0.0	0.0	2.0	1.0	0.0
Both-665a7678-b824-4385-af70-c52fd4186fc2_NC_037646.1:6533000	6.0	7.0	26.0	1.0	9.0	3.0
Both-667f6a5f-18ba-4914-a979-f71b77d0502f_GeneID:552633	1.0	1.0	1.0	0.0	2.0	0.0
Both-66973068-f8c7-4ae3-9876-773231d1c8f0_NC_037639.1:14377000	3.0	0.0	0.0	0.0	1.0	1.0
Both-66980052-3576-40eb-817c-329b6a958f58_GeneID:409457	1.0	6.0	2.0	3.0	5.0	1.0
Both-6699441c-a9f3-4e81-b554-7dc51115a31b_GeneID:727396	1.0	0.0	0.0	2.0	0.0	0.0
Both-6699b169-bedf-4d13-a169-77c63c6763dc_NC_037640.1:9867000	1.0	0.0	0.0	3.0	4.0	0.0
Both-66a95eab-54bd-44aa-b024-6b705970a2ca_GeneID:413884	1.0	1.0	0.0	1.0	7.0	2.0
Both-66a96afc-9c61-42e1-bd82-aec641609b25_GeneID:551270	0.0	1.0	1.0	0.0	0.0	0.0
Both-66c0ff52-503f-499a-b9bc-537f1e69b624_NC_037641.1:3454000	0.0	0.0	1.0	0.0	2.0	0.0
Both-66c1fedc-a9a3-4c12-abc4-22757eb4afec_GeneID:413063	1.0	0.0	1.0	1.0	3.0	0.0
Both-66cc7163-5415-4a79-9a36-04dc9e189509_GeneID:725400	0.0	1.0	0.0	0.0	0.0	0.0
Both-66d8e09a-aac4-42fa-944c-47311af1f460_GeneID:724743	0.0	0.0	3.0	0.0	1.0	2.0
Both-66e39e37-6ea6-4d2d-ab7a-5ca5cd264abd_NC_037644.1:9642000	1.0	0.0	1.0	0.0	2.0	0.0
Both-66f1b96f-a269-4f32-8c83-835e828e5443_GeneID:726754	1.0	1.0	1.0	0.0	2.0	0.0
Both-66f89a8f-6b43-4e53-bbd7-4b06717c7aa6_GeneID:412487	0.0	0.0	1.0	0.0	0.0	0.0
Both-66fb10f1-9bda-46ee-8346-11149403a544_NC_037638.1:11885000	0.0	0.0	1.0	1.0	1.0	0.0
Both-66fc26fe-7d86-4dcc-b528-938d3690cc59_GeneID:725745	4.0	1.0	2.0	3.0	3.0	0.0
Both-670c8b90-254a-46f1-9151-e6d9a6f0a6d0_NC_037639.1:9687000	44.0	42.0	73.0	70.0	95.0	35.0
Both-67160f1c-9874-4213-9e89-32a25083e5b7_GeneID:107965795	3.0	1.0	0.0	0.0	5.0	0.0
Both-673ffba3-dbf4-43ff-8c88-6ef561da3026_GeneID:412663	13.0	14.0	23.0	28.0	20.0	6.0
Both-6742c923-9ba4-47ba-a636-2e560dc5645f_NC_037638.1:14872000	1.0	0.0	0.0	2.0	1.0	1.0
Both-675b2acf-54d9-4b3f-b05a-6dac615bf404_GeneID:409725	2.0	1.0	1.0	0.0	4.0	0.0
Both-675dbb11-c5ca-4a01-9b2c-2da9a0edcfde_NC_037651.1:10487000	0.0	2.0	0.0	4.0	3.0	0.0
Both-67747ee7-0099-4dba-86aa-6404fd2e546d_NC_037638.1:15096000	0.0	1.0	0.0	1.0	1.0	0.0
Both-67758f56-2d10-4b4d-a996-04c9eef0be80_NC_037640.1:253000	0.0	0.0	0.0	2.0	6.0	2.0
Both-67761e93-c442-43bc-a9be-b01d7c0b6e7b_GeneID:100577216	0.0	0.0	2.0	0.0	0.0	0.0
Both-677a2d1f-13f9-41b4-a47b-8fc5590c224b_NC_037652.1:474000	11.0	7.0	4.0	13.0	17.0	3.0
Both-678956b3-4284-4617-8ca4-55d49507cc47_GeneID:552343	0.0	0.0	1.0	0.0	2.0	0.0
Both-678be17e-1f95-4847-8df3-21ea7ef1190b_GeneID:727228	1.0	0.0	0.0	2.0	2.0	0.0
Both-6794e236-5f21-49cb-84c5-b3215d1168ff_NC_037653.1:4937000	1.0	1.0	0.0	0.0	0.0	0.0
Both-679d8edc-9dff-4a88-b305-fbb89413ce06_NC_037648.1:4427000	1.0	0.0	1.0	1.0	0.0	0.0
Both-67a74d9d-be66-4ac6-a6d4-08821690373d_NC_037640.1:11640000	1.0	0.0	0.0	1.0	0.0	0.0
Both-67a9bb2c-f3d9-4b5e-a079-5f188ef74e37_NC_037638.1:1679000	16.0	13.0	27.0	39.0	18.0	10.0
Both-67ac6919-ad87-46f6-89b3-cc1e3e80e330_GeneID:100578664	7.0	4.0	8.0	10.0	9.0	3.0
Both-67b7af68-3583-48da-b227-356303d95288_NC_037646.1:10816000	1.0	0.0	1.0	2.0	2.0	1.0
Both-67b92d22-a004-4435-bcc7-6304a8175c3b_GeneID:725477	1.0	1.0	0.0	0.0	0.0	0.0
Both-67cf0a47-b713-42e6-88b5-0c805054426c_NC_037640.1:1329000	15.0	7.0	3.0	16.0	20.0	5.0
Both-67e2fc7c-03f8-42e3-92a1-aa43a58b99fd_NC_037649.1:3882000	2.0	0.0	1.0	0.0	2.0	0.0
Both-67e31391-7864-465d-b1eb-957eaab9e56b_NC_037640.1:3309000	3.0	0.0	1.0	2.0	2.0	0.0
Both-680503f8-2815-4635-9bbc-77a698cde623_NC_037646.1:2864000	0.0	0.0	1.0	0.0	0.0	0.0
Both-680a0215-91be-43f1-8869-a80dab25d259_NC_037639.1:13719000	0.0	0.0	0.0	0.0	1.0	1.0
Both-680c4cd6-f915-41e3-9634-de5dba3334ad_GeneID:409387	0.0	1.0	3.0	1.0	0.0	0.0
Both-680c8815-3cdc-4ced-969a-d72bc7c27027_NC_037640.1:465000	2.0	2.0	4.0	1.0	1.0	0.0
Both-680c8cd3-fef8-4ccd-bcb1-938235df7208_NC_037640.1:1441000	0.0	0.0	0.0	1.0	1.0	1.0
Both-681e0e9f-01ac-46f1-bff5-ee6e5d42f63d_NC_037641.1:11179000	0.0	0.0	1.0	0.0	1.0	0.0
Both-68419c91-3752-453d-b971-886835fc16d1_NC_037639.1:13979000	0.0	1.0	1.0	1.0	1.0	0.0
Both-6847a80d-5229-4e8d-b39a-c855f297e887_GeneID:412057	0.0	0.0	0.0	1.0	1.0	0.0
Both-684c8b4b-33f2-448f-9e3b-3cca9a1302fe_GeneID:551935	4.0	2.0	0.0	4.0	4.0	0.0
Both-6852e215-8176-4acf-9bff-aa986bcf2dc0_NC_037644.1:12349000	1.0	3.0	1.0	5.0	2.0	0.0
Both-68600f4e-06e1-48a6-b565-eb5a77b26d2f_NC_037638.1:4562000	2.0	2.0	1.0	1.0	1.0	0.0
Both-68648a69-a9a6-4ff8-9392-1bdfde01a4f1_NC_037647.1:11308000	2.0	0.0	0.0	0.0	1.0	0.0
Both-68745fb9-c04e-4f55-9cde-faa952bf102f_GeneID:726389	0.0	1.0	2.0	0.0	0.0	0.0
Both-68791740-2867-44c4-9ed1-2e5c5796751d_GeneID:411030	3.0	0.0	1.0	2.0	1.0	1.0
Both-687a7755-e866-4c4c-8784-3f7f400d558e_NC_037648.1:6820000	4.0	1.0	2.0	5.0	4.0	0.0
Both-6899c598-c01d-4d78-9dcb-51b2bd49ea15_GeneID:409238	0.0	1.0	2.0	0.0	2.0	0.0
Both-68a80d16-81f3-4ff6-a7ba-5536ce9a1c44_NC_037638.1:2648000	0.0	0.0	1.0	1.0	1.0	1.0
Both-68aa8b41-cf26-4ae9-b301-b978f40c8819_GeneID:102656089	1.0	0.0	0.0	1.0	1.0	1.0
Both-68ae327f-34ce-4ce6-aa56-4647876b6097_GeneID:409571	0.0	0.0	1.0	2.0	1.0	0.0
Both-68afd5d5-b7e0-41bd-a208-e6c2255ddae6_NC_037644.1:10619000	1.0	1.0	2.0	2.0	0.0	0.0
Both-68b6e2ec-fd7f-4fd7-97a8-1d11dcb407ef_NC_037638.1:13406000	0.0	0.0	4.0	1.0	0.0	0.0
Both-68b6f987-82b1-46c9-9150-6b4a8e7d6f3a_NC_037644.1:4993000	25.0	44.0	62.0	58.0	41.0	21.0
Both-68c43c83-5602-4c70-b19b-7e385868e221_NC_037651.1:6633000	1.0	0.0	0.0	0.0	1.0	0.0
Both-68cf0210-d6e8-4ac4-b330-813f24384571_NC_037639.1:15547000	1.0	2.0	2.0	4.0	6.0	2.0
Both-68e7c006-f2aa-481f-8779-2a7b0fc16324_GeneID:727227	1.0	4.0	2.0	0.0	3.0	2.0
Both-68f66077-4617-42b1-8b24-061e574e6fff_GeneID:725142	2.0	1.0	0.0	0.0	4.0	0.0
Both-68fa1ba9-5ef6-46f2-9ba7-b634f33361c7_GeneID:725938	1.0	1.0	1.0	1.0	1.0	0.0
Both-690ccf8e-09fc-4217-b3a1-5dbcc29ae9d7_NC_037649.1:3067000	0.0	1.0	0.0	1.0	1.0	0.0
Both-690e4d5e-e343-454e-b8eb-ecb421124882_GeneID:727170	0.0	0.0	2.0	0.0	0.0	0.0
Both-69232717-8df4-4fb8-a9e7-3389d47c230c_GeneID:726841	0.0	0.0	0.0	1.0	0.0	0.0
Both-69289e58-9b4a-4973-afab-31dac8c86ebb_GeneID:409915	7.0	6.0	5.0	9.0	11.0	2.0
Both-693d53ab-ad1a-428e-8239-fe305289a821_GeneID:409323	4.0	4.0	10.0	1.0	15.0	4.0
Both-6941bea3-d497-4476-8999-034e37167440_GeneID:724636	2.0	1.0	4.0	4.0	6.0	1.0
Both-69568a75-5929-4c38-95b7-667f9a79fe62_NC_037645.1:7235000	1.0	0.0	1.0	0.0	0.0	0.0
Both-6960e57e-fa89-442f-a18e-c537787efc72_GeneID:412488	1.0	1.0	2.0	3.0	2.0	0.0
Both-69647cfb-67df-4c9a-b558-9036310aa012_NC_037652.1:6298000	0.0	1.0	1.0	0.0	0.0	3.0
Both-696f710c-766a-43f2-bd1f-08a76112e68d_GeneID:410465	1.0	2.0	0.0	0.0	2.0	1.0
Both-6974f71b-b4c0-439a-90da-88159a22e039_NC_037645.1:12375000	6.0	7.0	7.0	7.0	10.0	2.0
Both-697d38fa-f870-4010-9632-4a8b742e717d_GeneID:726562	1.0	3.0	12.0	1.0	5.0	4.0
Both-698a4822-51a2-4a61-9198-fd52f3177974_NC_037640.1:290000	2.0	1.0	2.0	2.0	3.0	1.0
Both-698b8d9c-3768-4bfc-b8af-a0f657fe38fa_NC_037645.1:7789000	0.0	0.0	2.0	1.0	4.0	1.0
Both-69a6cda2-c36a-425f-b1bc-37cdf7dae2f8_GeneID:410034	42.0	53.0	83.0	69.0	93.0	40.0
Both-69cb0756-bbb5-408c-ac18-02d1e706a5e4_NC_037648.1:6409000	0.0	1.0	1.0	2.0	2.0	0.0
Both-69cdde08-4ddc-4c95-b129-3577697fbd76_NC_037645.1:9790000	12.0	3.0	6.0	14.0	2.0	0.0
Both-69d5db77-1b67-42ef-aa99-8197a9d78f0a_NC_037639.1:2124000	0.0	0.0	0.0	2.0	0.0	1.0
Both-69e05e0f-6ab1-41ba-9366-c2339080fb76_NC_037645.1:6472000	0.0	0.0	0.0	3.0	2.0	0.0
Both-69e56e1b-04ef-47f9-8b5b-a783d05c1db8_NC_037652.1:9312000	1.0	6.0	7.0	2.0	4.0	2.0
Both-69fe245a-7540-40e3-97b7-f74071c79da0_NC_037652.1:5985000	1.0	2.0	0.0	0.0	1.0	0.0
Both-6a014273-5c61-4fd7-82d6-d03dc4e88629_GeneID:551538	2.0	0.0	1.0	0.0	0.0	1.0
Both-6a095f39-9b5c-4913-8b36-c45bdf17c8a5_NC_037645.1:11699000	0.0	0.0	4.0	4.0	1.0	1.0
